love,1118,0.011175404
plea,923,0.009230914
father,744,0.007444556
friend,677,0.006768461
war,526,0.005258833
doctor,505,0.005052034
quit,462,0.004624428
morn,454,0.004541498
die,451,0.004521993
woman,440,0.004399204
afraid,430,0.004297831
kill,428,0.00427695
wonder,423,0.004232464
king,422,0.004219086
wish,415,0.004145829
dead,400,0.004009731
came,400,0.003997345
heart,394,0.003943382
speak,357,0.003566697
interest,348,0.003483166
hope,327,0.003266162
bill,326,0.003261895
fight,294,0.002939645
moment,292,0.002923971
letter,281,0.002807922
honor,280,0.002800157
gentleman,276,0.002759616
death,271,0.002713366
order,271,0.002712387
expect,270,0.0026988
truth,264,0.002644938
lord,245,0.002451558
poor,245,0.002448187
madam,235,0.002352872
reason,235,0.002352507
power,235,0.002348838
lie,232,0.002324342
begin,230,0.002299889
sent,229,0.002289693
follow,223,0.002226998
import,222,0.002224322
fellow,211,0.002109925
close,206,0.002073511
pain,203,0.002029122
pari,202,0.002022952
fact,201,0.002005847
news,197,0.001968401
act,196,0.001962771
doubt,195,0.0019462
fool,193,0.001929583
save,190,0.001901213
parti,190,0.001897619
state,188,0.001883559
return,187,0.001874807
secret,187,0.001867292
learn,187,0.001867013
finish,185,0.001849616
fire,184,0.001841002
major,184,0.001838818
glad,179,0.001790012
offer,179,0.001787821
fear,178,0.001775878
french,177,0.001773844
book,174,0.001740102
accept,173,0.00173116
differ,173,0.001727099
taken,171,0.001711918
given,169,0.001689781
english,169,0.001688516
pas,168,0.001683442
water,168,0.001679638
daughter,167,0.001668479
report,165,0.00165062
concern,165,0.001649624
court,163,0.001634804
full,161,0.001606337
free,159,0.001592385
patient,158,0.001583404
light,155,0.001545423
murder,153,0.001534786
brought,152,0.001523695
master,152,0.001516945
human,151,0.001514146
except,151,0.001511703
safe,149,0.001487367
heaven,148,0.001481018
music,148,0.001475868
german,147,0.001470133
present,146,0.001455076
train,145,0.00145154
baron,144,0.001435166
blood,143,0.001431822
attack,143,0.001427162
excel,142,0.001421671
hate,142,0.00142005
soldier,140,0.001401436
england,140,0.001400167
law,140,0.001398101
captain,140,0.001396106
